language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
mala1464	mal	verlassen::V	p i n ʋ a a ŋ ŋ u ɡ a	pinwaNuga	PINWANYKA	PVNWVNVKV	2
nucl1305	kan	verlassen::V	k ə ɭ e	k3Le	KELE	KVRV	2
tami1289	tam	verlassen::V	k ʌ i ʋ i ɖ u	koiwidu	KEIWITY	KVWVTV	1
telu1262	tel	verlassen::V	ʋ i ɖ u t͡ɕ u	widuCu	WITYCY	WVTVKV	1
mala1464	mal	verlieren::V	n a ʂ ʈ a p p e ɖ u ɡ a	naStapeduga	NASTAPETYKA	NVSTVPVTVKV	3
nucl1305	kan	verlieren::V	k ə ɭ e	k3Le	KELE	KVRV	1
tami1289	tam	verlieren::V	i ɻ ʌ	iLo	IRE	VRV	3
telu1262	tel	verlieren::V	p o o ɡ o ʈ ʈ u k o n u	pogotukonu	PUKUTYKUNY	PVKVTVKVNV	2
mala1464	mal	vernehmen::V	k e e ɭ k k u ɡ a	keLkuga	KELKYKA	KVRKVKV	1
nucl1305	kan	vernehmen::V	k e e ɭ u	keLu	KELY	KVRV	1
tami1289	tam	vernehmen::V	k e e ɭ	keL	KEL	KVR	1
telu1262	tel	vernehmen::V	ʋ i n u	winu	WINY	WVNV	2
mala1464	mal	verschieden::A	ʋ j a dʰ j a s t a m a a j a	wyadyastamaya	WJATJASTAMAJA	WJVTJVSTVMVJV	1
nucl1305	kan	verschieden::A	b e e r e	bere	PERE	PVRV	2
tami1289	tam	verschieden::A	ʋ i t t i j ɑ ɑ t͡ɕ ʌ m ɑ ɑ n ʌ	witiyaComano	WITIJACEMANE	WVTVJVKVMVNV	1
telu1262	tel	verschieden::A	bʰ e e d ʌ m a i n ʌ	bedomaino	PETEMAINE	PVTVMVNV	1
mala1464	mal	verschwinden::V	a d ɾʲ ɕ j a m a a ɡ u ɡ a	adrSyamaguga	ATRSJAMAKYKA	VTRSJVMVKVKV	1
nucl1305	kan	verschwinden::V	m a a j ə ʋ a a ɡ u	may3wagu	MAJEWAKY	MVJVWVKV	2
tami1289	tam	verschwinden::V	m ʌ r ʌ i n t u _ p o o	morointupo	MEREINTY_PU	MVRVNTV_PV	3
telu1262	tel	verschwinden::V	ʌ d r ʊ ɕ j ʌ m ʌ ɡ u	odruSyomogu	ETRYSJEMEKY	VTRVSJVMVKV	1
mala1464	mal	versinken::V	m u k k u ɡ a	mukuga	MYKYKA	MVKVKV	1
nucl1305	kan	versinken::V	m ʊ ɭ ʊ ɡ u	muLugu	MYLYKY	MVRVKV	1
tami1289	tam	versinken::V	m u u ɻ k u	muLku	MYRKY	MVRKV	1
telu1262	tel	versinken::V	m u n u ɡ u	munugu	MYNYKY	MVNVKV	1
mala1464	mal	versprechen::V	ʋ a a ɡ d a a n a m _ n a l k u ɡ a	wagdanamnalkuga	WAKTANAM_NALKYKA	WVKTVNVM_NVRKVKV	1
nucl1305	kan	versprechen::V	ʋ a a ɡ d a a n ə m a a ɖ u	wagdan3madu	WAKTANEMATY	WVKTVNVMVTV	1
tami1289	tam	versprechen::V	u r u ð i j ʌ ɭ i	uru8iyoLi	YRYDIJELI	VRVTVJVRV	2
telu1262	tel	versprechen::V	ʋ a a ɡ d ʌ t t ʌ m u _ t͡ɕ e e j u	wagdotomuCeyu	WAKTETEMY_CEJY	WVKTVTVMV_KVJV	1
mala1464	mal	Verstand::N	m a n a s s ɨ	manas3	MANASI	MVNVSV	1
nucl1305	kan	Verstand::N	m ə n ə s s u	m3n3su	MENESY	MVNVSV	1
tami1289	tam	Verstand::N	m ʌ n ʌ m	monom	MENEM	MVNVM	1
telu1262	tel	Verstand::N	m ʌ n ʌ s s u	monosu	MENESY	MVNVSV	1
mala1464	mal	verstecken::V	m a r a j k k u ɡ a	maraykuga	MARAJKYKA	MVRVJKVKV	3
nucl1305	kan	verstecken::V	m ʊ t t͡ʃ ɪ ɖ u	muCidu	MYCITY	MVKVTV	1
tami1289	tam	verstecken::V	m ʌ r ʌ i	moroi	MEREI	MVRV	3
telu1262	tel	verstecken::V	d a a t͡ɕ u	daCu	TACY	TVKV	2
mala1464	mal	verstehen::V	m a n a s s i l a a k k u ɡ a	manasilakuga	MANASILAKYKA	MVNVSVRVKVKV	1
nucl1305	kan	verstehen::V	ə r t h ə m a a ɖ ɪ k o	3rth3madiko	ERTHEMATIKU	VRTHVMVTVKV	2
tami1289	tam	verstehen::V	p u ɾ i n t u _ k o ɭ	purintukoL	PYRINTY_KUL	PVRVNTV_KVR	3
telu1262	tel	verstehen::V	ɡ r ʌ h ĩ t͡ɕ u	grohiCu	KREHICY	KRVHVKV	3
mala1464	mal	versuchen::V	ɕ ɾʲ a m i k k ʲ u ɡ a	Sramikuga	SRAMIKYKA	SRVMVKVKV	2
nucl1305	kan	versuchen::V	p r ə j ə t n ɪ s u	pr3y3tnisu	PREJETNISY	PRVJVTNVSV	1
tami1289	tam	versuchen::V	m u j ʌ r t͡ɕ i _ t͡ɕ e j	muyorCiCey	MYJERCI_CEJ	MVJVRKV_KVJ	3
telu1262	tel	versuchen::V	p r ʌ j ʌ t n ĩ t͡ɕ u	proyotniCu	PREJETNICY	PRVJVTNVKV	1
mala1464	mal	verteidigen::V	p ɾʲ a dʰ i ɾʲ o o d ɦ i k k ʲ u ɡ a	pradirodhikuga	PRATIRUTHIKYKA	PRVTVRVTHVKVKV	3
nucl1305	kan	verteidigen::V	k a a p ɪ ɖ u	kapidu	KAPITY	KVPVTV	1
tami1289	tam	verteidigen::V	e ð i ɾ t t u _ n i l	e8irtunil	EDIRTY_NIL	VTVRTV_NVR	2
telu1262	tel	verteidigen::V	r ʌ k ʂ ĩ t͡ɕ u	rokSiCu	REKSICY	RVKSVKV	3
mala1464	mal	vier::NUM	n a a l ɨ	nal3	NALI	NVRV	1
nucl1305	kan	vier::NUM	n a a l k u	nalku	NALKY	NVRKV	1
tami1289	tam	vier::NUM	n ɑ ɑ n ɡ u	nangu	NANKY	NVNKV	1
telu1262	tel	vier::NUM	n a a l u ɡ u	nalugu	NALYKY	NVRVKV	1
mala1464	mal	vierzig::NUM	n a a l p p a dʰ ɨ	nalpad3	NALPATI	NVRPVTV	1
nucl1305	kan	vierzig::NUM	n ə l ə ʋ ə t t u	n3l3w3tu	NELEWETY	NVRVWVTV	1
tami1289	tam	vierzig::NUM	n ɑ ɑ r p ʌ ð u	narpo8u	NARPEDY	NVRPVTV	1
telu1262	tel	vierzig::NUM	n ʌ l u ʋ ʌ d i	noluwodi	NELYWETI	NVRVWVTV	1
mala1464	mal	Vogel::N	p a k ʂ i	pakSi	PAKSI	PVKSV	1
nucl1305	kan	Vogel::N	p ə k ʂ i	p3kSi	PEKSI	PVKSV	1
tami1289	tam	Vogel::N	p ʌ r ʌ ʋ ʌ i	porowoi	PEREWEI	PVRVWV	1
telu1262	tel	Vogel::N	p ʌ k ʂ i	pokSi	PEKSI	PVKSV	1
mala1464	mal	Volk::N	ɾʲ a a ʂ ʈ a m	raStam	RASTAM	RVSTVM	1
nucl1305	kan	Volk::N	d͡ʒ ə n a a ŋ ɡ a	j3naNga	CENANKA	KVNVNKV	3
tami1289	tam	Volk::N	m ʌ k k ʌ ɭ	mokoL	MEKEL	MVKVR	2
telu1262	tel	Volk::N	d͡ʑ a a t i	jati	CATI	KVTV	3
mala1464	mal	voll::A	n i r a j e	niraye	NIRAJE	NVRVJV	1
nucl1305	kan	voll::A	t ʊ ŋ b ɪ d a	tuNbida	TYNPITA	TVNPVTV	3
tami1289	tam	voll::A	n i ɾ ʌ m b i j ʌ	nirombiyo	NIREMPIJE	NVRVMPVJV	1
telu1262	tel	voll::A	n ĩ ɖ u	nidu	NITY	NVTV	2
mala1464	mal	von hier::ADV	i ʋ i ɖ e n i n n ɨ	iwidenin3	IWITENINI	VWVTVNVNV	3
nucl1305	kan	von hier::ADV	j ɪ l l ɪ ŋ d a	yiliNda	JILINTA	JVRVNTV	1
tami1289	tam	von hier::ADV	i n i	ini	INI	VNV	3
telu1262	tel	von hier::ADV	i k k ʌ ɖ ʌ n ũ ɖ i	ikodonudi	IKETENYTI	VKVTVNVTV	2
mala1464	mal	vor::PRP	m u m b i l	mumbil	MYMPIL	MVMPVR	3
nucl1305	kan	vor::PRP	m ʊ ŋ d e	muNde	MYNTE	MVNTV	1
tami1289	tam	vor::PRP	m u n	mun	MYN	MVN	2
telu1262	tel	vor::PRP	m ũ d u	mudu	MYTY	MVTV	1
mala1464	mal	vorbereiten::V	t a j j a a r e ɖ u k k u ɡ a	tayaredukuga	TAJARETYKYKA	TVJVRVTVKVKV	1
nucl1305	kan	vorbereiten::V	s ɪ d d h ə ʋ a a ɡ u	sidh3wagu	SITHEWAKY	SVTHVWVKV	2
tami1289	tam	vorbereiten::V	ɑ ɑ j ʌ t t ʌ m _ t͡ɕ e j	ayotomCey	AJETEM_CEJ	VJVTVM_KVJ	1
telu1262	tel	vorbereiten::V	t ʌ j a a r u t͡ɕ e e j u	toyaruCeyu	TEJARYCEJY	TVJVRVKVJV	1
mala1464	mal	vorher::ADV	m u n b ɨ	munb3	MYNPI	MVNPV	1
nucl1305	kan	vorher::ADV	m ʊ ŋ t͡ʃ e	muNCe	MYNCE	MVNKV	2
tami1289	tam	vorher::ADV	m u n b ɑ ɑ k ʌ	munbako	MYNPAKE	MVNPVKV	1
telu1262	tel	vorher::ADV	e d u ʈ ʌ	eduto	ETYTE	VTVTV	2
mala1464	mal	vorwärts::ADV	m u n n o o ʈ ʈ ɨ	munot3	MYNUTI	MVNVTV	3
nucl1305	kan	vorwärts::ADV	m ʊ n n ɛ ɖ ɛ ʋ a	munEdEwa	MYNETEWA	MVNVTVWV	3
tami1289	tam	vorwärts::ADV	m u n b u r ʌ m ɑ ɑ k ʌ	munburomako	MYNPYREMAKE	MVNPVRVMVKV	2
telu1262	tel	vorwärts::ADV	m ũ d u k u	muduku	MYTYKY	MVTVKV	1
mala1464	mal	wachsen::V	ʋ a ɭ a ɾʲ u ɡ a	waLaruga	WALARYKA	WVRVRVKV	1
nucl1305	kan	wachsen::V	b ɛ ɭ e	bELe	PELE	PVRV	3
tami1289	tam	wachsen::V	ʋ ʌ ɭ ʌ ɾ	woLor	WELER	WVRVR	1
telu1262	tel	wachsen::V	p e r u ɡ u	perugu	PERYKY	PVRVKV	2
mala1464	mal	wählen::V	t i ɾʲ a ɲ ɲ e ɖ u k k u ɡ a	tira5edukuga	TIRANETYKYKA	TVRVNVTVKVKV	1
nucl1305	kan	wählen::V	a a r ɪ s u	arisu	ARISY	VRVSV	2
tami1289	tam	wählen::V	t e e ɾ n t e ɖ u	terntedu	TERNTETY	TVRNTVTV	1
telu1262	tel	wählen::V	i ʂ ʈ ʌ p ʌ ɖ u	iStopodu	ISTEPETY	VSTVPVTV	3
mala1464	mal	wahr::A	ɕ a ɾʲ i j a a j a	Sariyaya	SARIJAJA	SVRVJVJV	2
nucl1305	kan	wahr::A	n ɪ d͡ʒ a	nija	NICA	NVKV	1
tami1289	tam	wahr::A	u ɳ m ʌ i j ɑ ɑ n ʌ	unmoiyano	YNMEIJANE	VNMVJVNV	1
telu1262	tel	wahr::A	n i d͡ʑ ʌ m a i n ʌ	nijomaino	NICEMAINE	NVKVMVNV	1
mala1464	mal	Wahrheit::N	s a dʰ j a m	sadyam	SATJAM	SVTJVM	1
nucl1305	kan	Wahrheit::N	s ə t j a	s3tya	SETJA	SVTJV	1
tami1289	tam	Wahrheit::N	u ɳ n ʌ i	unoi	YNNEI	VNNV	1
telu1262	tel	Wahrheit::N	s ʌ t j ʌ m u	sotyomu	SETJEMY	SVTJVMV	1
mala1464	mal	Wald::N	ʋ a n a m	wanam	WANAM	WVNVM	1
mala1464	mal	Wald::N	k a a ɖ ɨ	kad3	KATI	KVTV	2
nucl1305	kan	Wald::N	k a a ɖ u	kadu	KATY	KVTV	1
tami1289	tam	Wald::N	k ɑ ɑ ʈ u	katu	KATY	KVTV	1
telu1262	tel	Wald::N	ʌ ɖ ʌ ʋ i	odowi	ETEWI	VTVWV	3
mala1464	mal	Wange::N	k a ʋ i ɭ t t a ɖ a m	kawiLtadam	KAWILTATAM	KVWVRTVTVM	1
nucl1305	kan	Wange::N	ɡ ə l l a	g3la	KELA	KVRV	3
tami1289	tam	Wange::N	k ʌ n n ʌ m	konom	KENEM	KVNVM	3
telu1262	tel	Wange::N	t͡ɕ ẽ p ʌ	Cepo	CEPE	KVPV	2
mala1464	mal	Ware::N	t͡ʃ a ɾʲ a k k ɨ	Carak3	CARAKI	KVRVKV	1
nucl1305	kan	Ware::N	s ə r ə k u	s3r3ku	SEREKY	SVRVKV	1
tami1289	tam	Ware::N	t͡ɕ ɑ ɑ m ʌ n ɡ ʌ ɭ	CamongoL	CAMENKEL	KVMVNKVR	2
telu1262	tel	Ware::N	s ʌ r ʌ k u l u	sorokulu	SEREKYLY	SVRVKVRV	1
mala1464	mal	warm::A	t͡ʃ u u ɖ u ɭ ɭ a	CuduLa	CYTYLA	KVTVRV	3
nucl1305	kan	warm::A	b ɪ s i	bisi	PISI	PVSV	1
tami1289	tam	warm::A	i ð ʌ m ɑ ɑ n ʌ	i8omano	IDEMANE	VTVMVNV	2
telu1262	tel	warm::A	ʋ e t t͡ɕ ʌ n i	weConi	WECENI	WVKVNV	1
mala1464	mal	warten::V	k a a t t i ɾʲ i k k ʲ u ɡ a	katirikuga	KATIRIKYKA	KVTVRVKVKV	3
nucl1305	kan	warten::V	j ɪ r u	yiru	JIRY	JVRV	2
tami1289	tam	warten::V	t ɑ ɑ m ʌ ð i	tamo8i	TAMEDI	TVMVTV	1
telu1262	tel	warten::V	k ʌ n i p e ʈ ʈ u	konipetu	KENIPETY	KVNVPVTV	3
mala1464	mal	warum::FADV	e n dʰ u ɡ o ɳ ɖ ɨ	endugond3	ENTYKUNTI	VNTVKVNTV	3
nucl1305	kan	warum::FADV	j e e k e	yeke	JEKE	JVKV	1
tami1289	tam	warum::FADV	e e n	en	EN	VN	2
telu1262	tel	warum::FADV	e e l ʌ	elo	ELE	VRV	3
mala1464	mal	was::FPRN	e n dʰ ɨ	end3	ENTI	VNTV	1
nucl1305	kan	was::FPRN	j e e n u	yenu	JENY	JVNV	1
tami1289	tam	was::FPRN	e n n ʌ	eno	ENE	VNV	1
telu1262	tel	was::FPRN	e e m i	emi	EMI	VMV	2
mala1464	mal	waschen::V	k a ɻ u ɡ u ɡ a	kaLuguga	KARYKYKA	KVRVKVKV	1
nucl1305	kan	waschen::V	t ɔ ɭ e	toLe	TULE	TVRV	1
tami1289	tam	waschen::V	k ʌ ɻ u ʋ u	koLuwu	KERYWY	KVRVWV	1
telu1262	tel	waschen::V	k ʌ ɖ u ɡ u	kodugu	KETYKY	KVTVKV	1
mala1464	mal	Wasser::N	ʋ e ɭ ɭ a m	weLam	WELAM	WVRVM	2
nucl1305	kan	Wasser::N	n i i r u	niru	NIRY	NVRV	1
tami1289	tam	Wasser::N	n i i ɾ	nir	NIR	NVR	1
telu1262	tel	Wasser::N	n i i r u	niru	NIRY	NVRV	1
mala1464	mal	wechseln::V	m a a t t u ɡ a	matuga	MATYKA	MVTVKV	2
nucl1305	kan	wechseln::V	m a a r p ə ɖ ɪ s u	marp3disu	MARPETISY	MVRPVTVSV	1
tami1289	tam	wechseln::V	m ɑ ɑ t t u	matu	MATY	MVTV	2
telu1262	tel	wechseln::V	m a a r t͡ɕ u	marCu	MARCY	MVRKV	1
mala1464	mal	wecken::V	u ɳ a ɾʲ t t u ɡ a	unartuga	YNARTYKA	VNVRTVKV	3
nucl1305	kan	wecken::V	j ɛ b b ɪ s u	yEbisu	JEPISY	JVPVSV	1
tami1289	tam	wecken::V	e ɻ u p p u	eLupu	ERYPY	VRVPV	2
telu1262	tel	wecken::V	n i d r ʌ p ʌ l e e p u ʈ ʌ	nidropoleputo	NITREPELEPYTE	NVTRVPVRVPVTV	3
mala1464	mal	Weg::N	ʋ a ɻ i	waLi	WARI	WVRV	1
nucl1305	kan	Weg::N	h a a d i	hadi	HATI	HVTV	2
tami1289	tam	Weg::N	ʋ ʌ ɻ i	woLi	WERI	WVRV	1
telu1262	tel	Weg::N	m a a r ɡ ʌ m u	margomu	MARKEMY	MVRKVMV	3
mala1464	mal	wegen::PRP	n i m i t t a m	nimitam	NIMITAM	NVMVTVM	2
nucl1305	kan	wegen::PRP	ə d h ə k k ə ɡ i	3dh3k3gi	ETHEKEKI	VTHVKVKV	3
tami1289	tam	wegen::PRP	e e n e n i l	enenil	ENENIL	VNVNVR	1
telu1262	tel	wegen::PRP	k a a r ʌ ɳ ʌ̃ ɡ a a	karonoga	KARENEKA	KVRVNVKV	3
mala1464	mal	weggehen::V	ʋ i ɖ u ɡ a	widuga	WITYKA	WVTVKV	3
nucl1305	kan	weggehen::V	h ɔ r ə ɖ u	hor3du	HURETY	HVRVTV	3
tami1289	tam	weggehen::V	ʋ i l ʌ h i t͡ɕ _ t͡ɕ e l	wilohiCCel	WILEHIC_CEL	WVRVHVK_KVR	1
telu1262	tel	weggehen::V	b ʌ j ʌ l u d e e r u	boyoluderu	PEJELYTERY	PVJVRVTVRV	2
mala1464	mal	wehen::V	ʋ i i ɕ u ɡ a	wiSuga	WISYKA	WVSVKV	3
nucl1305	kan	wehen::V	t i i ɖ u	tidu	TITY	TVTV	3
tami1289	tam	wehen::V	ʋ i i s u	wisu	WISY	WVSV	2
telu1262	tel	wehen::V	d u r ʌ d p ʌ p ʈ ʌ m u	durodpoptomu	TYRETPEPTEMY	TVRVTPVPTVMV	1
mala1464	mal	weich::A	m ɾʲ d u ʋ a a j a	mrduwaya	MRTYWAJA	MRTVWVJV	1
nucl1305	kan	weich::A	m r ɨ d ʊ ʋ a a d a	mr3duwada	MRITYWATA	MRVTVWVTV	1
tami1289	tam	weich::A	m e n m ʌ i j ɑ ɑ n ʌ	menmoiyano	MENMEIJANE	MVNMVJVNV	2
telu1262	tel	weich::A	m r ʊ d u ʋ a i n ʌ	mruduwaino	MRYTYWAINE	MRVTVWVNV	1
mala1464	mal	Weide::N	m e e t t͡ʃ a l	meCal	MECAL	MVKVR	1
nucl1305	kan	Weide::N	ɡ o o m a a ɭ a	gomaLa	KUMALA	KVMVRV	2
tami1289	tam	Weide::N	m e e j t t͡ɕ ʌ l _ n i l ʌ m	meyColnilom	MEJCEL_NILEM	MVJKVR_NVRVM	1
telu1262	tel	Weide::N	p ʌ t t͡ɕ i k ʌ b ʌ j ʌ l u	poCikoboyolu	PECIKEPEJELY	PVKVKVPVJVRV	3
mala1464	mal	Weide[Baum]::N	ʋ i l l o o	wilo	WILU	WVRV	1
nucl1305	kan	Weide[Baum]::N	ʋ ɪ l o o m ə r a	wilom3ra	WILUMERA	WVRVMVRV	1
tami1289	tam	Weide[Baum]::N	m ʌ ɾ ʌ _ ʋ ʌ h ʌ i h ʌ ɭ u ɭ _ o n r u	morowohoihoLuLonru	MERE_WEHEIHELYL_UNRY	MVRV_WVHVHVRVR_VNRV	2
telu1262	tel	Weide[Baum]::N	d͡ʑ a a t i t͡ɕ e ʈ ʈ u	jatiCetu	CATICETY	KVTVKVTV	3
mala1464	mal	weinen::V	t e e ŋ ŋ u ɡ a	teNuga	TENYKA	TVNVKV	2
nucl1305	kan	weinen::V	ə ɭ u	3Lu	ELY	VRV	1
tami1289	tam	weinen::V	ʌ ɻ u	oLu	ERY	VRV	1
telu1262	tel	weinen::V	ʋ i i ɖ t͡ɕ u	widCu	WITCY	WVTKV	2
mala1464	mal	weiß::A	ʋ e ɭ u t t a	weLuta	WELYTA	WVRVTV	3
nucl1305	kan	weiß::A	b ɪ ɭ ɪ j a	biLiya	PILIJA	PVRVJV	1
tami1289	tam	weiß::A	ʋ e ɳ m ʌ i j ʌ n ʌ	wenmoiyono	WENMEIJENE	WVNMVJVNV	2
telu1262	tel	weiß::A	t e l u p u	telupu	TELYPY	TVRVPV	3
mala1464	mal	Welle::N	t i ɾʲ a m a a l a	tiramala	TIRAMALA	TVRVMVRV	1
nucl1305	kan	Welle::N	ə l e	3le	ELE	VRV	1
tami1289	tam	Welle::N	ʌ l ʌ i	oloi	ELEI	VRV	1
telu1262	tel	Welle::N	ʌ l ʌ	olo	ELE	VRV	1
mala1464	mal	Welt::N	l o o ɡ a m	logam	LUKAM	RVKVM	1
nucl1305	kan	Welt::N	bʰ u u l o o k a	buloka	PYLUKA	PVRVKV	1
tami1289	tam	Welt::N	u l ʌ h ʌ m	ulohom	YLEHEM	VRVHVM	1
telu1262	tel	Welt::N	p r ʌ p ʌ̃ t͡ɕ ʌ m u	propoComu	PREPECEMY	PRVPVKVMV	2
mala1464	mal	wenden::V	t i ɾʲ i j u ɡ a	tiriyuga	TIRIJYKA	TVRVJVKV	2
nucl1305	kan	wenden::V	t ɪ r ʊ ɡ u	tirugu	TIRYKY	TVRVKV	2
tami1289	tam	wenden::V	k u ɖ ʌ i h ʌ ʋ i ɻ u	kudoihowiLu	KYTEIHEWIRY	KVTVHVWVRV	2
telu1262	tel	wenden::V	t r i p p u	tripu	TRIPY	TRVPV	1
mala1464	mal	wer::FPRN	a a ɾʲ ɨ	ar3	ARI	VRV	1
nucl1305	kan	wer::FPRN	j a a r ɪ ɡ e	yarige	JARIKE	JVRVKV	2
tami1289	tam	wer::FPRN	j ɑ ɑ ɾ	yar	JAR	JVR	2
telu1262	tel	wer::FPRN	e ʋ ʌ ɖ u	ewodu	EWETY	VWVTV	2
mala1464	mal	werden::V	a a j i t t i i ɾʲ u ɡ a	ayitiruga	AJITIRYKA	VJVTVRVKV	1
nucl1305	kan	werden::V	a a ɡ u	agu	AKY	VKV	1
tami1289	tam	werden::V	ɑ ɑ k u	aku	AKY	VKV	1
telu1262	tel	werden::V	ʌ ɡ u	ogu	EKY	VKV	1
mala1464	mal	werfen::V	e r i j u ɡ a	eriyuga	ERIJYKA	VRVJVKV	2
nucl1305	kan	werfen::V	j ɛ s e	yEse	JESE	JVSV	2
tami1289	tam	werfen::V	ʋ i i s i _ e r i	wisieri	WISI_ERI	WVSV_VRV	1
telu1262	tel	werfen::V	ʋ i s ʌ r u	wisoru	WISERY	WVSVRV	1
mala1464	mal	wertvoll::A	ʋ i l a b i ɖ i p p u ɭ ɭ a	wilabidipuLa	WILAPITIPYLA	WVRVPVTVPVRV	1
nucl1305	kan	wertvoll::A	ə m u u l j a	3mulya	EMYLJA	VMVRJV	3
tami1289	tam	wertvoll::A	m ʌ ð i p p u ɭ ɭ ʌ	mo8ipuLo	MEDIPYLE	MVTVPVRV	1
telu1262	tel	wertvoll::A	ʋ i l u p t e n ʌ	wilupteno	WILYPTENE	WVRVPTVNV	2
mala1464	mal	Westen::N	p a ɖ i ɲ ɲ a a r ɨ	padi5ar3	PATINARI	PVTVNVRV	1
nucl1305	kan	Westen::N	p ə ɕ t͡ʃ ɪ m a	p3SCima	PESCIMA	PVSKVMV	2
tami1289	tam	Westen::N	m e e r k u _ t i s ʌ i	merkutisoi	MERKY_TISEI	MVRKV_TVSV	3
telu1262	tel	Westen::N	p ʌ ɖ ʌ m ʌ r ʌ	podomoro	PETEMERE	PVTVMVRV	1
mala1464	mal	Wetter::N	k a a l a a ʋ a s t ɦ a	kalawastha	KALAWASTHA	KVRVWVSTHV	2
nucl1305	kan	Wetter::N	h ə ʋ a	h3wa	HEWA	HVWV	3
tami1289	tam	Wetter::N	ʋ ɑ ɑ n i l ʌ i	waniloi	WANILEI	WVNVRV	1
telu1262	tel	Wetter::N	ʋ a a t a a ʋ ʌ r ʌ ɳ ʌ _ s t h i t i	wataworonosthiti	WATAWERENE_STHITI	WVTVWVRVNV_STHVTV	3
mala1464	mal	wie::FADV	e ŋ ŋ a n e	eNane	ENANE	VNVNV	3
nucl1305	kan	wie::FADV	h e e ɡ e	hege	HEKE	HVKV	3
tami1289	tam	wie::FADV	e p p ʌ ɖ i	epodi	EPETI	VPVTV	1
telu1262	tel	wie::FADV	e ʈ ʈ u	etu	ETY	VTV	2
mala1464	mal	wieder::ADV	ʋ i i ɳ ɖ u m	windum	WINTYM	WVNTVM	3
nucl1305	kan	wieder::ADV	p ʊ n ə h	pun3h	PYNEH	PVNVH	1
tami1289	tam	wieder::ADV	m ʌ r u β ʌ ʈ i j u m	morubotiyum	MERYBETIJYM	MVRVPVTVJVM	2
telu1262	tel	wieder::ADV	t i r i ɡ i	tirigi	TIRIKI	TVRVKV	3
mala1464	mal	Wiege::N	t o ʈ ʈ i l	totil	TUTIL	TVTVR	1
nucl1305	kan	Wiege::N	t ɔ ʈ ʈ ɪ l u	totilu	TUTILY	TVTVRV	1
tami1289	tam	Wiege::N	t o ʈ ʈ i l	totil	TUTIL	TVTVR	1
telu1262	tel	Wiege::N	u j j a a l ʌ	uyalo	YJALE	VJVRV	1
mala1464	mal	wiegen::V	i ɭ a ɡ u ɡ a	iLaguga	ILAKYKA	VRVKVKV	3
nucl1305	kan	wiegen::V	t u u ɡ u	tugu	TYKY	TVKV	1
tami1289	tam	wiegen::V	ɑ ɑ ʈ ʈ u t t ʌ l	atutol	ATYTEL	VTVTVR	2
telu1262	tel	wiegen::V	u u t͡ɕ u ʈ ʌ	uCuto	YCYTE	VKVTV	3
mala1464	mal	Wiese::N	p u l t t a ɡ i ɖ i	pultagidi	PYLTAKITI	PVRTVKVTV	3
nucl1305	kan	Wiese::N	h ʊ l l ʊ ɡ a a ʋ ə l u	hulugaw3lu	HYLYKAWELY	HVRVKVWVRV	3
tami1289	tam	Wiese::N	p ʌ s u m _ p u l t ʌ ɾ ʌ i	posumpultoroi	PESYM_PYLTEREI	PVSVM_PVRTVRV	1
telu1262	tel	Wiese::N	p ʌ t t͡ɕ i k ʌ _ b ʌ j ʌ l u	poCikoboyolu	PECIKE_PEJELY	PVKVKV_PVJVRV	2
mala1464	mal	wieviel::FNUM	e t ɾʲ a	etra	ETRA	VTRV	1
nucl1305	kan	wieviel::FNUM	j ɛ ʂ ʈ u	yEStu	JESTY	JVSTV	3
tami1289	tam	wieviel::FNUM	e ʋ ʋ ʌ ɭ ʌ ʋ u	ewoLowu	EWELEWY	VWVRVWV	2
telu1262	tel	wieviel::FNUM	ẽ t ʌ	eto	ETE	VTV	1
mala1464	mal	Wind::N	k a a t t ɨ	kat3	KATI	KVTV	1
nucl1305	kan	Wind::N	ɡ a a ɭ i	gaLi	KALI	KVRV	2
tami1289	tam	Wind::N	k ɑ ɑ t t u	katu	KATY	KVTV	1
telu1262	tel	Wind::N	ʋ i i t͡ɕ u t͡ɕ u n n ʌ ɡ a a l i	wiCuCunogali	WICYCYNEKALI	WVKVKVNVKVRV	3
mala1464	mal	Winkel::N	k o o ɳ	kon	KUN	KVN	1
nucl1305	kan	Winkel::N	k o o n a	kona	KUNA	KVNV	1
tami1289	tam	Winkel::N	k o o ɳ ʌ m	konom	KUNEM	KVNVM	1
telu1262	tel	Winkel::N	k o o ɳ ʌ m u	konomu	KUNEMY	KVNVMV	1
mala1464	mal	Winter::N	ɕ a i dʰ j a m	Saidyam	SAITJAM	SVTJVM	2
nucl1305	kan	Winter::N	t͡ʃ ə ɭ ɪ ɡ a a l a	C3Ligala	CELIKALA	KVRVKVRV	1
tami1289	tam	Winter::N	k u ɭ i ɾ k ɑ ɑ l ʌ m	kuLirkalom	KYLIRKALEM	KVRVRKVRVM	1
telu1262	tel	Winter::N	ɕ i i t ʌ k a a l ʌ m u	Sitokalomu	SITEKALEMY	SVTVKVRVMV	3
mala1464	mal	wir::PRN	n a m m a ɭ	namaL	NAMAL	NVMVR	1
nucl1305	kan	wir::PRN	n a a ʋ u	nawu	NAWY	NVWV	2
tami1289	tam	wir::PRN	n ɑ ɑ m	nam	NAM	NVM	1
tami1289	tam	wir::PRN	n ɑ ɑ ŋ ɡ ʌ ɭ	naNgoL	NANKEL	NVNKVR	1
