language	iso_code	gloss	ipa	asjp	sca	dolgo	Cognate Class
telu1262	tel	Suppe::N	t͡ɕ a a r u	Caru	CARY	KVRV	1
mala1464	mal	süß::A	m a d ɦ u ɾʲ a m u ɭ ɭ a	madhuramuLa	MATHYRAMYLA	MVTHVRVMVRV	3
nucl1305	kan	süß::A	s ɪ h i	sihi	SIHI	SVHV	3
tami1289	tam	süß::A	i n i p p ɑ ɑ n ʌ	inipano	INIPANE	VNVPVNV	1
telu1262	tel	süß::A	t i j j ʌ n i	tiyoni	TIJENI	TVJVNV	2
mala1464	mal	Tag::N	d i ʋ a s a m	diwasam	TIWASAM	TVWVSVM	2
nucl1305	kan	Tag::N	d ɪ n a	dina	TINA	TVNV	1
tami1289	tam	Tag::N	n ɑ ɑ ɭ	naL	NAL	NVR	3
telu1262	tel	Tag::N	d i n ʌ m u	dinomu	TINEMY	TVNVMV	1
mala1464	mal	Tanne::N	d e e ʋ a d a a ɾʲ u	dewadaru	TEWATARY	TVWVTVRV	1
nucl1305	kan	Tanne::N	bʰ ə d r ə d a a r u	b3dr3daru	PETRETARY	PVTRVTVRV	1
tami1289	tam	Tanne::N	t͡ɕ ɑ ɑ t i k k ʌ j	Catikoy	CATIKEJ	KVTVKVJ	2
telu1262	tel	Tanne::N	d e e ʋ ʌ d a a r u t͡ɕ e ʈ ʈ u	dewodaruCetu	TEWETARYCETY	TVWVTVRVKVTV	1
mala1464	mal	Tante::N	m a a m i	mami	MAMI	MVMV	4
nucl1305	kan	Tante::N	t͡ʃ ɪ k k ə m m a	Cik3ma	CIKEMA	KVKVMV	3
tami1289	tam	Tante::N	ʌ t t ʌ i	otoi	ETEI	VTV	2
telu1262	tel	Tante::N	m e e n ʌ t t ʌ	menoto	MENETE	MVNVTV	4
telu1262	tel	Tante::N	p i n ʌ t ʌ l l i	pinotoli	PINETELI	PVNVTVRV	1
mala1464	mal	tanzen::V	n ɾʲ t t a m _ t͡ʃ e j j u ɡ a	nrtamCeyuga	NRTAM_CEJYKA	NRTVM_KVJVKV	1
nucl1305	kan	tanzen::V	k ʊ ɳ i	kuni	KYNI	KVNV	2
tami1289	tam	tanzen::V	n ʌ ɖ ʌ n ʌ m ɑ ɑ ʈ u	nodonomatu	NETENEMATY	NVTVNVMVTV	3
telu1262	tel	tanzen::V	n r ʊ t j ʌ m u t͡ɕ e e j u	nrutyomuCeyu	NRYTJEMYCEJY	NRVTJVMVKVJV	1
mala1464	mal	Tasche::N	b a a ɡ ɨ	bag3	PAKI	PVKV	3
nucl1305	kan	Tasche::N	t͡ʃ i i l a	Cila	CILA	KVRV	1
tami1289	tam	Tasche::N	p ʌ i	poi	PEI	PV	2
telu1262	tel	Tasche::N	s ʌ̃ t͡ɕ i	soCi	SECI	SVKV	3
mala1464	mal	Tasse::N	k a p p ɨ	kap3	KAPI	KVPV	2
nucl1305	kan	Tasse::N	b ə ʈ ʈ ə l u	b3t3lu	PETELY	PVTVRV	3
tami1289	tam	Tasse::N	k i ɳ ɳ ʌ m	kinom	KINEM	KVNVM	1
telu1262	tel	Tasse::N	ɡ i n n e	gine	KINE	KVNV	1
mala1464	mal	taub::A	k e e ɭ ʋ i k k ʲ u r a ʋ u ɭ ɭ a	keLwikurawuLa	KELWIKYRAWYLA	KVRWVKVRVWVRV	2
nucl1305	kan	taub::A	k ɪ ʋ ʊ ɖ a a d a	kiwudada	KIWYTATA	KVWVTVTV	1
tami1289	tam	taub::A	t͡ɕ e ʋ i ʈ ɑ ɑ n ʌ	Cewitano	CEWITANE	KVWVTVNV	2
telu1262	tel	taub::A	t͡ɕ e ʋ i ʈ i	Cewiti	CEWITI	KVWVTV	2
mala1464	mal	tauchen::V	ʋ e ɭ ɭ a t t i l e e k k _ t͡ʃ a a ɖ u ɡ a	weLatilekCaduga	WELATILEK_CATYKA	WVRVTVRVK_KVTVKV	3
nucl1305	kan	tauchen::V	k ɛ ɭ ə ɡ ɪ ɭ i	kEL3giLi	KELEKILI	KVRVKVRV	1
tami1289	tam	tauchen::V	m u u ɻ k i _ n i i t t͡ɕ ʌ l ʌ ɖ i	muLkiniColodi	MYRKI_NICELETI	MVRKV_NVKVRVTV	2
telu1262	tel	tauchen::V	m u n u ɡ u	munugu	MYNYKY	MVNVKV	3
mala1464	mal	tauen::V	a l i j u ɡ a	aliyuga	ALIJYKA	VRVJVKV	2
nucl1305	kan	tauen::V	b ɛ t t͡ʃ ə ɡ a a ɡ u	bEC3gagu	PECEKAKY	PVKVKVKV	3
tami1289	tam	tauen::V	u ɾ u h u	uruhu	YRYHY	VRVHV	1
telu1262	tel	tauen::V	k ʌ r ʌ ɡ u	korogu	KEREKY	KVRVKV	3
mala1464	mal	täuschen::V	k a b a ɭ i p p i k k ʲ u ɡ a	kabaLipikuga	KAPALIPIKYKA	KVPVRVPVKVKV	1
nucl1305	kan	täuschen::V	ʈ h ə k k ɪ s u	th3kisu	THEKISY	THVKVSV	2
tami1289	tam	täuschen::V	e e m ɑ ɑ t t u	ematu	EMATY	VMVTV	3
telu1262	tel	täuschen::V	m o o s ʌ m u _ t͡ɕ e e j u	mosomuCeyu	MUSEMY_CEJY	MVSVMV_KVJV	3
mala1464	mal	tausend::NUM	a a j i ɾʲ a m	ayiram	AJIRAM	VJVRVM	2
nucl1305	kan	tausend::NUM	s a a ʋ ɪ r a	sawira	SAWIRA	SVWVRV	2
tami1289	tam	tausend::NUM	ɑ ɑ j i ɾ ʌ m	ayirom	AJIREM	VJVRVM	2
telu1262	tel	tausend::NUM	ʋ e e j i	weyi	WEJI	WVJV	1
mala1464	mal	Tee::N	t͡ʃ a a j a	Caya	CAJA	KVJV	1
nucl1305	kan	Tee::N	t͡ʃ ə h a	C3ha	CEHA	KVHV	1
tami1289	tam	Tee::N	t e n i i ɾ	tenir	TENIR	TVNVR	2
telu1262	tel	Tee::N	t e e n i i r u	teniru	TENIRY	TVNVRV	2
mala1464	mal	Teil::N	bʰ a a ɡ a m	bagam	PAKAM	PVKVM	1
nucl1305	kan	Teil::N	bʰ a a ɡ a	baga	PAKA	PVKV	1
tami1289	tam	Teil::N	p ʌ h u t i	pohuti	PEHYTI	PVHVTV	2
telu1262	tel	Teil::N	bʰ a a ɡ ʌ m u	bagomu	PAKEMY	PVKVMV	1
mala1464	mal	teilen::V	ʋ i bʰ a d͡ʒ i k k ʲ u ɡ a	wibajikuga	WIPACIKYKA	WVPVKVKVKV	1
nucl1305	kan	teilen::V	ʋ ɪ bʰ ə d͡ʒ ɪ s u	wib3jisu	WIPECISY	WVPVKVSV	1
tami1289	tam	teilen::V	p ɑ ɑ k ʌ ŋ ɡ ʌ ɭ ɑ ɑ k ʌ p _ p i ɾ i	pakoNgoLakoppiri	PAKENKELAKEP_PIRI	PVKVNKVRVKVP_PVRV	2
telu1262	tel	teilen::V	bʰ a a ɡ ĩ t͡ɕ u	bagiCu	PAKICY	PVKVKV	1
mala1464	mal	teuer::A	t͡ʃ e l a ʋ e e r i j a	Celaweriya	CELAWERIJA	KVRVWVRVJV	3
nucl1305	kan	teuer::A	d ʊ b a a r ɪ j a a d a	dubariyada	TYPARIJATA	TVPVRVJVTV	2
tami1289	tam	teuer::A	ʋ i l ʌ i _ ʌ ð i k ʌ m ɑ ɑ n ʌ	wiloio8ikomano	WILEI_EDIKEMANE	WVRV_VTVKVMVNV	1
telu1262	tel	teuer::A	ʋ e l ʌ p o ɖ u ɡ a i n ʌ	welopodugaino	WELEPUTYKAINE	WVRVPVTVKVNV	1
mala1464	mal	Tier::N	m ɾʲ ɡ a m	mrgam	MRKAM	MRKVM	1
nucl1305	kan	Tier::N	p r a a ɳ i	prani	PRANI	PRVNV	2
tami1289	tam	Tier::N	ʋ i l ʌ ŋ ɡ u	wiloNgu	WILENKY	WVRVNKV	3
telu1262	tel	Tier::N	d͡ʑ ʌ̃ t u ʋ u	jotuwu	CETYWY	KVTVWV	3
mala1464	mal	Tisch::N	m e e ɕ a	meSa	MESA	MVSV	1
nucl1305	kan	Tisch::N	m e e d͡ʒ u	meju	MECY	MVKV	1
tami1289	tam	Tisch::N	m e e s ʌ i	mesoi	MESEI	MVSV	1
telu1262	tel	Tisch::N	m e e d͡ʑ a a	meja	MECA	MVKV	1
mala1464	mal	Tochter::N	m a ɡ a ɭ	magaL	MAKAL	MVKVR	1
nucl1305	kan	Tochter::N	m ə ɡ ə ɭ u	m3g3Lu	MEKELY	MVKVRV	1
tami1289	tam	Tochter::N	m ʌ h ʌ ɭ	mohoL	MEHEL	MVHVR	1
telu1262	tel	Tochter::N	k u u t u r u	kuturu	KYTYRY	KVTVRV	2
mala1464	mal	Tod::N	m a ɾʲ a ɳ a m	maranam	MARANAM	MVRVNVM	1
nucl1305	kan	Tod::N	m ə r ə ɳ a	m3r3na	MERENA	MVRVNV	1
tami1289	tam	Tod::N	m ʌ ɾ ʌ ɳ ʌ m	moronom	MERENEM	MVRVNVM	1
telu1262	tel	Tod::N	m ʌ r ʌ ɳ ʌ m u	moronomu	MERENEMY	MVRVNVMV	1
mala1464	mal	Ton::N	s ʋ a ɾʲ a bʰ e e d a m	swarabedam	SWARAPETAM	SWVRVPVTVM	1
nucl1305	kan	Ton::N	n a a d a	nada	NATA	NVTV	2
tami1289	tam	Ton::N	k u ɾ ʌ l	kurol	KYREL	KVRVR	2
telu1262	tel	Ton::N	s ʋ ʌ r ʌ m u	sworomu	SWEREMY	SWVRVMV	1
mala1464	mal	Topf::N	p a a t ɾʲ a m	patram	PATRAM	PVTRVM	3
nucl1305	kan	Topf::N	m ə ɖ ə k e	m3d3ke	METEKE	MVTVKV	2
tami1289	tam	Topf::N	p ɑ ɑ n ʌ i	panoi	PANEI	PVNV	3
telu1262	tel	Topf::N	k ũ ɖ ʌ	kudo	KYTE	KVTV	1
mala1464	mal	Tor::N	k a ʋ a a ɖ a m	kawadam	KAWATAM	KVWVTVM	3
nucl1305	kan	Tor::N	h ɛ b b a a ɡ ɪ l u	hEbagilu	HEPAKILY	HVPVKVRV	3
tami1289	tam	Tor::N	ʋ ɑ ɑ t͡ɕ ʌ r k ʌ ð ʌ ʋ u	waCorko8owu	WACERKEDEWY	WVKVRKVTVWV	1
telu1262	tel	Tor::N	d ʋ a a r ʌ m u	dwaromu	TWAREMY	TWVRVMV	2
mala1464	mal	töten::V	k o l l u ɡ a	koluga	KULYKA	KVRVKV	1
nucl1305	kan	töten::V	k ɔ l l u	kolu	KULY	KVRV	1
tami1289	tam	töten::V	k o l	kol	KUL	KVR	1
telu1262	tel	töten::V	t͡ɕ ʌ̃ p u	Copu	CEPY	KVPV	2
mala1464	mal	tragen::V	ʋ a ɦ i k k ʲ u ɡ a	wahikuga	WAHIKYKA	WVHVKVKV	3
nucl1305	kan	tragen::V	h ɔ r u	horu	HURY	HVRV	1
tami1289	tam	tragen::V	e ɖ u t t u t͡ɕ _ t͡ɕ e l	edutuCCel	ETYTYC_CEL	VTVTVK_KVR	2
telu1262	tel	tragen::V	m o o j u	moyu	MUJY	MVJV	3
mala1464	mal	Träne::N	k a ɳ ɳ i i ɾʲ	kanir	KANIR	KVNVR	1
nucl1305	kan	Träne::N	k ə ɳ ɳ i i r u	k3niru	KENIRY	KVNVRV	1
tami1289	tam	Träne::N	k ʌ ɳ ɳ i i ɾ	konir	KENIR	KVNVR	1
telu1262	tel	Träne::N	k ʌ n n i i ʈ i t͡ɕ u k k ʌ	konitiCuko	KENITICYKE	KVNVTVKVKV	2
mala1464	mal	Traum::N	s ʋ a b n a m	swabnam	SWAPNAM	SWVPNVM	3
nucl1305	kan	Traum::N	k ə n ə s u	k3n3su	KENESY	KVNVSV	1
tami1289	tam	Traum::N	k ʌ n ʌ ʋ u	konowu	KENEWY	KVNVWV	1
telu1262	tel	Traum::N	k ʌ l ʌ	kolo	KELE	KVRV	2
mala1464	mal	traurig::A	ʋ i ʂ a m a m u ɭ ɭ a	wiSamamuLa	WISAMAMYLA	WVSVMVMVRV	3
nucl1305	kan	traurig::A	d ʊ h kʰ ɪ t a	duhkita	TYHKITA	TVHKVTV	3
tami1289	tam	traurig::A	t͡ɕ o o h ʌ m ɑ ɑ n ʌ	Cohomano	CUHEMANE	KVHVMVNV	2
telu1262	tel	traurig::A	ʋ i t͡ɕ a a r ʌ m u ɡ ʌ l ʌ	wiCaromugolo	WICAREMYKELE	WVKVRVMVKVRV	1
mala1464	mal	treffen::V	t a m m i l _ k a a ɳ u ɡ a	tamilkanuga	TAMIL_KANYKA	TVMVR_KVNVKV	3
nucl1305	kan	treffen::V	s ə ŋ d h ɪ s u	s3Ndhisu	SENTHISY	SVNTHVSV	2
tami1289	tam	treffen::V	t͡ɕ ʌ n t i	Conti	CENTI	KVNTV	3
telu1262	tel	treffen::V	k ʌ l i j u	koliyu	KELIJY	KVRVJV	1
mala1464	mal	treiben::V	ʋ a a ɦ a n a m _ o o ɖ i k k ʲ u ɡ a	wahanamodikuga	WAHANAM_UTIKYKA	WVHVNVM_VTVKVKV	3
nucl1305	kan	treiben::V	d ə b b u	d3bu	TEPY	TVPV	1
tami1289	tam	treiben::V	o o ʈ ʈ u	otu	UTY	VTV	2
telu1262	tel	treiben::V	n ʌ ɖ ʌ p u	nodopu	NETEPY	NVTVPV	1
mala1464	mal	treten::V	t o ɻ i k k ʲ u ɡ a	toLikuga	TURIKYKA	TVRVKVKV	3
nucl1305	kan	treten::V	w ɔ d e	wode	WUTE	WVTV	2
tami1289	tam	treten::V	u ð ʌ i	u8oi	YDEI	VTV	3
telu1262	tel	treten::V	t ʌ n n u	tonu	TENY	TVNV	1
mala1464	mal	trinken::V	k u ɖ i k k ʲ u ɡ a	kudikuga	KYTIKYKA	KVTVKVKV	1
nucl1305	kan	trinken::V	k ʊ ɖ i	kudi	KYTI	KVTV	1
tami1289	tam	trinken::V	k u ɖ i	kudi	KYTI	KVTV	1
telu1262	tel	trinken::V	t r a a ɡ u	tragu	TRAKY	TRVKV	2
mala1464	mal	trocken::A	ʋ a ɾʲ a ɳ ɖ a	waranda	WARANTA	WVRVNTV	2
nucl1305	kan	trocken::A	ɕ ʊ ʂ k a	SuSka	SYSKA	SVSKV	1
tami1289	tam	trocken::A	u l ʌ ɾ n t ʌ	ulornto	YLERNTE	VRVRNTV	3
telu1262	tel	trocken::A	ẽ ɖ i n ʌ	edino	ETINE	VTVNV	3
mala1464	mal	trocknen::V	ʋ a ɾʲ a ɭ u ɡ a	waraLuga	WARALYKA	WVRVRVKV	1
nucl1305	kan	trocknen::V	w ɔ ɳ ə ɡ u	won3gu	WUNEKY	WVNVKV	2
tami1289	tam	trocknen::V	u l ʌ ɾ t t u	ulortu	YLERTY	VRVRTV	3
telu1262	tel	trocknen::V	j ẽ ɖ u ʈ ʌ	yeduto	JETYTE	JVTVTV	3
mala1464	mal	Tropfen::N	t u ɭ ɭ i	tuLi	TYLI	TVRV	1
nucl1305	kan	Tropfen::N	t ɔ ʈ ʈ u	totu	TUTY	TVTV	2
tami1289	tam	Tropfen::N	t u ɭ i	tuLi	TYLI	TVRV	1
telu1262	tel	Tropfen::N	t͡ɕ u k k ʌ	Cuko	CYKE	KVKV	2
mala1464	mal	Tuch::N	s k a a ɾʲ pʰ ɨ	skarp3	SKARPI	SKVRPV	2
nucl1305	kan	Tuch::N	k ɔ r ə ɭ ə _ b ə ʈ ʈ e	kor3L3b3te	KURELE_PETE	KVRVRV_PVTV	3
tami1289	tam	Tuch::N	t u ɳ i	tuni	TYNI	TVNV	3
telu1262	tel	Tuch::N	b ʌ ʈ ʈ ʌ	boto	PETE	PVTV	1
mala1464	mal	tun::V	t͡ʃ e j j u ɡ a	Ceyuga	CEJYKA	KVJVKV	1
nucl1305	kan	tun::V	m a a ɖ u	madu	MATY	MVTV	2
tami1289	tam	tun::V	t͡ɕ e j	Cey	CEJ	KVJ	1
telu1262	tel	tun::V	t͡ɕ e e j u	Ceyu	CEJY	KVJV	1
mala1464	mal	Tür::N	ʋ a a dʰ i l	wadil	WATIL	WVTVR	1
nucl1305	kan	Tür::N	b a a ɡ ɪ l u	bagilu	PAKILY	PVKVRV	1
tami1289	tam	Tür::N	k ʌ ð ʌ ʋ u	ko8owu	KEDEWY	KVTVWV	2
telu1262	tel	Tür::N	d ʋ a a r ʌ m u	dwaromu	TWAREMY	TWVRVMV	3
mala1464	mal	überall::ADV	e l l a a j i ɖ a t t u m	elayidatum	ELAJITATYM	VRVJVTVTVM	1
nucl1305	kan	überall::ADV	j ɛ l l ə s t h ə ɭ ə ɡ ə ɭ u	yEl3sth3L3g3Lu	JELESTHELEKELY	JVRVSTHVRVKVRV	3
tami1289	tam	überall::ADV	e l l ɑ ɑ _ i ɖ ʌ t t i l u m	elaidotilum	ELA_ITETILYM	VRV_VTVTVRVM	1
telu1262	tel	überall::ADV	ʌ̃ t ʌ ʈ a a	otota	ETETA	VTVTV	2
mala1464	mal	übersetzen::V	p a ɾʲ i bʰ a a ʂ a p p e ɖ u t t u ɡ a	paribaSapedutuga	PARIPASAPETYTYKA	PVRVPVSVPVTVTVKV	1
nucl1305	kan	übersetzen::V	bʰ a a ʂ a a ŋ t ə r ɪ s u	baSaNt3risu	PASANTERISY	PVSVNTVRVSV	3
tami1289	tam	übersetzen::V	m o ɻ i β e j ʌ ɾ p p u _ t͡ɕ e j	moLibeyorpuCey	MURIBEJERPY_CEJ	MVRVPVJVRPV_KVJ	3
telu1262	tel	übersetzen::V	t ʌ r d͡ʑ u m a a t͡ɕ e e j u	torjumaCeyu	TERCYMACEJY	TVRKVMVKVJV	2
mala1464	mal	Ufer::N	t i i ɾʲ a m	tiram	TIRAM	TVRVM	1
nucl1305	kan	Ufer::N	t i i r a	tira	TIRA	TVRV	1
tami1289	tam	Ufer::N	n i i ɾ k k ʌ ɾ ʌ i	nirkoroi	NIRKEREI	NVRKVRV	1
telu1262	tel	Ufer::N	t i i r ʌ m u	tiromu	TIREMY	TVRVMV	1
mala1464	mal	umdrehen::V	t i ɾʲ i j u ɡ a	tiriyuga	TIRIJYKA	TVRVJVKV	1
nucl1305	kan	umdrehen::V	t ɪ r ʊ ɡ ɪ s u	tirugisu	TIRYKISY	TVRVKVSV	1
tami1289	tam	umdrehen::V	t͡ɕ u t t u m _ m u t t u m _ p ɑ ɑ ɾ	Cutummutumpar	CYTYM_MYTYM_PAR	KVTVM_MVTVM_PVR	2
telu1262	tel	umdrehen::V	t r i p p u	tripu	TRIPY	TRVPV	3
mala1464	mal	umkommen::V	m a ɾʲ i k k ʲ u ɡ a	marikuga	MARIKYKA	MVRVKVKV	3
nucl1305	kan	umkommen::V	h a a ɭ a a ɡ u	haLagu	HALAKY	HVRVKV	2
tami1289	tam	umkommen::V	n ʌ s i	nosi	NESI	NVSV	3
telu1262	tel	umkommen::V	n ʌ ɕ ĩ t͡ɕ u	noSiCu	NESICY	NVSVKV	1
mala1464	mal	umrühren::V	i ɭ a k k u ɡ a	iLakuga	ILAKYKA	VRVKVKV	2
nucl1305	kan	umrühren::V	k ə l ə k u	k3l3ku	KELEKY	KVRVKV	1
tami1289	tam	umrühren::V	k ʌ l ʌ k k u	koloku	KELEKY	KVRVKV	1
telu1262	tel	umrühren::V	k ʌ d u l u ʈ ʌ	koduluto	KETYLYTE	KVTVRVTV	3
mala1464	mal	und::CNJ	u m	um	YM	VM	2
nucl1305	kan	und::CNJ	m ə t t u	m3tu	METY	MVTV	1
tami1289	tam	und::CNJ	m ʌ t t u m	motum	METYM	MVTVM	1
telu1262	tel	und::CNJ	m ʌ ɽ i j u	moriyu	MERIJY	MVRVJV	3
mala1464	mal	Unglück::N	d a u ɾʲ bʰ a a ɡ j a m	daurbagyam	TAYRPAKJAM	TVRPVKJVM	2
nucl1305	kan	Unglück::N	ə p a a j a	3paya	EPAJA	VPVJV	1
tami1289	tam	Unglück::N	i ɖ ʌ i j u u r u	idoiyuru	ITEIJYRY	VTVJVRV	3
telu1262	tel	Unglück::N	d u r ʌ d r ʊ ʂ ʈ ʌ m u	durodruStomu	TYRETRYSTEMY	TVRVTRVSTVMV	3
mala1464	mal	unten::ADV	t a a ɻ e	taLe	TARE	TVRV	2
nucl1305	kan	unten::ADV	k ɛ ɭ ə ɡ e	kEL3ge	KELEKE	KVRVKV	1
tami1289	tam	unten::ADV	k i i ɻ ɑ ɑ k ʌ	kiLako	KIRAKE	KVRVKV	1
telu1262	tel	unten::ADV	k r ĩ d ʌ	krido	KRITE	KRVTV	3
mala1464	mal	unter::PRP	k i i ɻ i l	kiLil	KIRIL	KVRVR	1
nucl1305	kan	unter::PRP	k ɛ ɭ a	kELa	KELA	KVRV	1
tami1289	tam	unter::PRP	k i i ɻ e e	kiLe	KIRE	KVRV	1
telu1262	tel	unter::PRP	k r ĩ d ʌ	krido	KRITE	KRVTV	1
mala1464	mal	untergehen[Sonne]::V	a ɖ u k k i _ ʋ a j k k u ɡ a	adukiwaykuga	ATYKI_WAJKYKA	VTVKV_WVJKVKV	1
nucl1305	kan	untergehen[Sonne]::V	m ʊ ɭ ʊ ɡ u	muLugu	MYLYKY	MVRVKV	2
tami1289	tam	untergehen[Sonne]::V	p o r u t t u	porutu	PURYTY	PVRVTV	3
telu1262	tel	untergehen[Sonne]::V	ʌ s t ʌ m ĩ t͡ɕ u	ostomiCu	ESTEMICY	VSTVMVKV	3
mala1464	mal	unterrichten::V	p a ɾʲ i ɕ i i l i p p i k k ʲ u ɡ a	pariSilipikuga	PARISILIPIKYKA	PVRVSVRVPVKVKV	3
nucl1305	kan	unterrichten::V	b o o d h ɪ s u	bodhisu	PUTHISY	PVTHVSV	2
tami1289	tam	unterrichten::V	ʌ r i ʋ u ɾ ʌ i _ k u u r u	oriwuroikuru	ERIWYREI_KYRY	VRVWVRV_KVRV	3
telu1262	tel	unterrichten::V	n e e r p u	nerpu	NERPY	NVRPV	1
mala1464	mal	Vater::N	a t t͡ʃ ɦ a n	aChan	ACHAN	VKHVN	1
nucl1305	kan	Vater::N	t ə ŋ d e	t3Nde	TENTE	TVNTV	1
tami1289	tam	Vater::N	t ʌ n t ʌ i	tontoi	TENTEI	TVNTV	1
telu1262	tel	Vater::N	t ʌ̃ ɖ r i	todri	TETRI	TVTRV	1
mala1464	mal	verbergen::V	m a r a j k k u ɡ a	maraykuga	MARAJKYKA	MVRVJKVKV	2
mala1464	mal	verbergen::V	o ɭ i k k ʲ u ɡ a	oLikuga	ULIKYKA	VRVKVKV	4
nucl1305	kan	verbergen::V	m ə r ɛ m a a d͡ʒ u	m3rEmaju	MEREMACY	MVRVMVKV	4
tami1289	tam	verbergen::V	m ʌ r ʌ i	moroi	MEREI	MVRV	1
telu1262	tel	verbergen::V	d a a t͡ɕ u	daCu	TACY	TVKV	3
mala1464	mal	verbessern::V	m e t t͡ʃ a p p e ɖ u ɡ a	meCapeduga	MECAPETYKA	MVKVPVTVKV	3
nucl1305	kan	verbessern::V	t ɪ d d u	tidu	TITY	TVTV	3
tami1289	tam	verbessern::V	m e e m b ʌ ɖ u t t u	membodutu	MEMPETYTY	MVMPVTVTV	1
telu1262	tel	verbessern::V	ʋ r ʊ d d h i _ t͡ɕ e e j u	wrudhiCeyu	WRYTHI_CEJY	WRVTHV_KVJV	2
mala1464	mal	verbinden::V	ɡʰ a ɖ i p p i k k ʲ u ɡ a	gadipikuga	KATIPIKYKA	KVTVPVKVKV	2
nucl1305	kan	verbinden::V	k u u ɖ ɪ s u	kudisu	KYTISY	KVTVSV	2
tami1289	tam	verbinden::V	t͡ɕ e e ɾ	Cer	CER	KVR	1
telu1262	tel	verbinden::V	t͡ɕ e e r t͡ɕ u ʈ ʌ	CerCuto	CERCYTE	KVRKVTV	1
mala1464	mal	verbrennen::V	k a t t i n a ɕ i k k ʲ u ɡ a	katinaSikuga	KATINASIKYKA	KVTVNVSVKVKV	4
mala1464	mal	verbrennen::V	k a t t i t t͡ʃ u ɡ a ɭ a j u ɡ a	katiCugaLayuga	KATICYKALAJYKA	KVTVKVKVRVJVKV	4
nucl1305	kan	verbrennen::V	s ʊ ɖ u	sudu	SYTY	SVTV	2
tami1289	tam	verbrennen::V	e ɾ i j u u ʈ ʈ u	eriyutu	ERIJYTY	VRVJVTV	3
telu1262	tel	verbrennen::V	k a a l t͡ɕ u	kalCu	KALCY	KVRKV	1
mala1464	mal	verderben::V	n a ɕ i p p i k k ʲ u ɡ a	naSipikuga	NASIPIKYKA	NVSVPVKVKV	2
nucl1305	kan	verderben::V	k ɛ ɖ ɪ s u	kEdisu	KETISY	KVTVSV	3
tami1289	tam	verderben::V	n ɑ ɑ t͡ɕ ʌ m ɑ ɑ k k u	naComaku	NACEMAKY	NVKVMVKV	3
telu1262	tel	verderben::V	t͡ɕ e ɽ ʌ t͡ɕ u	CeroCu	CERECY	KVRVKV	1
mala1464	mal	vereinigen::V	k u u ɖ i t t͡ʃ e e ɾʲ u ɡ a	kudiCeruga	KYTICERYKA	KVTVKVRVKV	3
nucl1305	kan	vereinigen::V	w ɔ ŋ d a a ɡ u	woNdagu	WUNTAKY	WVNTVKV	3
tami1289	tam	vereinigen::V	o n r ɑ ɑ k ʌ t͡ɕ _ t͡ɕ e e ɾ	onrakoCCer	UNRAKEC_CER	VNRVKVK_KVR	1
telu1262	tel	vereinigen::V	k u u ɖ u ʈ ʌ	kuduto	KYTYTE	KVTVTV	2
mala1464	mal	verfaulen::V	a ɻ u ɡ u ɡ a	aLuguga	ARYKYKA	VRVKVKV	2
nucl1305	kan	verfaulen::V	n ə ɕ ɪ s u	n3Sisu	NESISY	NVSVSV	1
tami1289	tam	verfaulen::V	ʌ ɻ u h ʌ t͡ɕ _ t͡ɕ e j	oLuhoCCey	ERYHEC_CEJ	VRVHVK_KVJ	3
telu1262	tel	verfaulen::V	k ʂ i ɳ ĩ t͡ɕ u	kSiniCu	KSINICY	KSVNVKV	1
mala1464	mal	vergebens::ADV	ʋ i pʰ a l a	wipala	WIPALA	WVPVRV	2
nucl1305	kan	vergebens::ADV	n ɪ ʂ pʰ ə l ə ʋ a a ɡ i	niSp3l3wagi	NISPELEWAKI	NVSPVRVWVKV	1
tami1289	tam	vergebens::ADV	ʋ i i ɳ	win	WIN	WVN	2
telu1262	tel	vergebens::ADV	n i ʂ pʰ ʌ l ʌ m u ɡ a a	niSpolomuga	NISPELEMYKA	NVSPVRVMVKV	1
mala1464	mal	vergehen::V	k a ɖ a n n u b o o ɡ u ɡ a	kadanuboguga	KATANYPUKYKA	KVTVNVPVKVKV	2
nucl1305	kan	vergehen::V	s a a ɡ u	sagu	SAKY	SVKV	3
tami1289	tam	vergehen::V	k ʌ ɖ ʌ n t u s e l	kodontusel	KETENTYSEL	KVTVNTVSVR	1
telu1262	tel	vergehen::V	s ʌ̃ bʰ ʌ ʋ ĩ t͡ɕ u	sobowiCu	SEPEWICY	SVPVWVKV	3
mala1464	mal	vergessen::V	m a r a k k u ɡ a	marakuga	MARAKYKA	MVRVKVKV	2
nucl1305	kan	vergessen::V	m ə r ɛ t ʊ ʋ ɪ ɖ u	m3rEtuwidu	MERETYWITY	MVRVTVWVTV	2
tami1289	tam	vergessen::V	m ʌ r ʌ	moro	MERE	MVRV	2
telu1262	tel	vergessen::V	m ʌ ɽ ʌ t͡ɕ i p o o ʋ u	moroCipowu	MERECIPUWY	MVRVKVPVWV	1
mala1464	mal	verkaufen::V	ʋ i l k k u ɡ a	wilkuga	WILKYKA	WVRKVKV	2
nucl1305	kan	verkaufen::V	k ɔ ɖ u	kodu	KUTY	KVTV	3
tami1289	tam	verkaufen::V	ʋ i r p ʌ n ʌ i _ t͡ɕ e j	wirponoiCey	WIRPENEI_CEJ	WVRPVNV_KVJ	1
telu1262	tel	verkaufen::V	ʌ m m u	omu	EMY	VMV	3
